Price,Shaft_Diameter,Rated_torque,Max_Torque_Rating,Thermal_Rating,Actual_Ratio,Max_Input_Power,Actual_Speed_Rpm
52170.0,43.1,7849.1,11151.86,27.12,2623.94,95.32,258.13
52220.0,43.12,7857.01,11163.07,27.15,2626.61,95.41,258.39
52270.0,43.15,7864.92,11174.28,27.18,2629.27,95.51,258.65
52310.0,43.17,7872.82,11185.48,27.2,2631.93,95.61,258.91
52360.0,43.2,7880.73,11196.69,27.23,2634.59,95.7,259.17
52410.0,43.22,7888.64,11207.9,27.26,2637.25,95.8,259.44
52450.0,43.25,7896.55,11219.11,27.28,2639.91,95.9,259.7
52500.0,43.27,7904.46,11230.32,27.31,2642.57,95.99,259.96
52550.0,43.3,7912.36,11241.52,27.34,2645.23,96.09,260.22
52590.0,43.32,7920.27,11252.73,27.36,2647.89,96.19,260.48
52640.0,43.35,7928.18,11263.94,27.39,2650.55,96.28,260.75
52690.0,43.37,7936.09,11275.15,27.42,2653.21,96.38,261.01
52740.0,43.4,7944.0,11286.35,27.44,2655.87,96.48,261.27
52780.0,43.42,7951.9,11297.56,27.47,2658.53,96.57,261.53
52830.0,43.44,7959.81,11308.77,27.5,2661.19,96.67,261.79
52880.0,43.47,7967.72,11319.98,27.52,2663.85,96.77,262.06
52920.0,43.49,7975.63,11331.18,27.55,2666.52,96.86,262.32
52970.0,43.52,7983.54,11342.39,27.58,2669.18,96.96,262.58
53020.0,43.54,7991.44,11353.6,27.6,2671.84,97.06,262.84
53060.0,43.57,7999.35,11364.81,27.63,2674.5,97.15,263.1
53110.0,43.59,8007.26,11376.01,27.66,2677.16,97.25,263.37
53160.0,43.62,8015.17,11387.22,27.68,2679.82,97.35,263.63
53200.0,43.64,8023.08,11398.43,27.71,2682.48,97.44,263.89
53250.0,43.67,8030.99,11409.64,27.74,2685.14,97.54,264.15
53300.0,43.69,8038.89,11420.85,27.76,2687.8,97.64,264.41
53350.0,43.72,8046.8,11432.05,27.79,2690.46,97.73,264.67
53390.0,43.74,8054.71,11443.26,27.82,2693.12,97.83,264.94
53440.0,43.77,8062.62,11454.47,27.84,2695.78,97.93,265.2
53490.0,43.79,8070.53,11465.68,27.87,2698.44,98.03,265.46
53530.0,43.82,8078.43,11476.88,27.9,2701.1,98.12,265.72
53580.0,43.84,8086.34,11488.09,27.92,2703.77,98.22,265.98
53630.0,43.87,8094.25,11499.3,27.95,2706.43,98.32,266.25
53670.0,43.89,8102.16,11510.51,27.98,2709.09,98.41,266.51
53720.0,43.92,8110.07,11521.71,28.0,2711.75,98.51,266.77
53770.0,43.94,8117.97,11532.92,28.03,2714.41,98.61,267.03
53820.0,43.97,8125.88,11544.13,28.06,2717.07,98.7,267.29
53860.0,43.99,8133.79,11555.34,28.08,2719.73,98.8,267.56
53910.0,44.02,8141.7,11566.55,28.11,2722.39,98.9,267.82
53960.0,44.04,8149.61,11577.75,28.14,2725.05,98.99,268.08
54000.0,44.06,8157.51,11588.96,28.16,2727.71,99.09,268.34
54050.0,44.09,8165.42,11600.17,28.19,2730.37,99.19,268.6
54100.0,44.11,8173.33,11611.38,28.22,2733.03,99.28,268.87
54140.0,44.14,8181.24,11622.58,28.24,2735.69,99.38,269.13
54190.0,44.16,8189.15,11633.79,28.27,2738.35,99.48,269.39
54240.0,44.19,8197.05,11645.0,28.3,2741.01,99.57,269.65
54280.0,44.21,8204.96,11656.21,28.32,2743.68,99.67,269.91
54330.0,44.24,8212.87,11667.41,28.35,2746.34,99.77,270.18
54380.0,44.26,8220.78,11678.62,28.38,2749.0,99.86,270.44
54430.0,44.29,8228.69,11689.83,28.4,2751.66,99.96,270.7
54470.0,44.31,8236.59,11701.04,28.43,2754.32,100.06,270.96
54520.0,44.34,8244.5,11712.24,28.46,2756.98,100.15,271.22
54570.0,44.36,8252.41,11723.45,28.48,2759.64,100.25,271.49
54610.0,44.39,8260.32,11734.66,28.51,2762.3,100.35,271.75
54660.0,44.41,8268.23,11745.87,28.54,2764.96,100.44,272.01
54710.0,44.44,8276.14,11757.08,28.56,2767.62,100.54,272.27
54750.0,44.46,8284.04,11768.28,28.59,2770.28,100.64,272.53
54800.0,44.49,8291.95,11779.49,28.62,2772.94,100.73,272.79
54850.0,44.51,8299.86,11790.7,28.64,2775.6,100.83,273.06
54900.0,44.54,8307.77,11801.91,28.67,2778.26,100.93,273.32
54940.0,44.56,8315.68,11813.11,28.7,2780.92,101.02,273.58
54990.0,44.59,8323.58,11824.32,28.72,2783.59,101.12,273.84
55040.0,44.61,8331.49,11835.53,28.75,2786.25,101.22,274.1
55080.0,44.64,8339.4,11846.74,28.78,2788.91,101.31,274.37
55130.0,44.66,8347.31,11857.94,28.8,2791.57,101.41,274.63
55180.0,44.68,8355.22,11869.15,28.83,2794.23,101.51,274.89
55220.0,44.71,8363.12,11880.36,28.86,2796.89,101.61,275.15
55270.0,44.73,8371.03,11891.57,28.88,2799.55,101.7,275.41
55320.0,44.76,8378.94,11902.77,28.91,2802.21,101.8,275.68
55360.0,44.78,8386.85,11913.98,28.94,2804.87,101.9,275.94
55410.0,44.81,8394.76,11925.19,28.96,2807.53,101.99,276.2
55460.0,44.83,8402.66,11936.4,28.99,2810.19,102.09,276.46
55510.0,44.86,8410.57,11947.61,29.02,2812.85,102.19,276.72
55550.0,44.88,8418.48,11958.81,29.04,2815.51,102.28,276.99
55600.0,44.91,8426.39,11970.02,29.07,2818.17,102.38,277.25
55650.0,44.93,8434.3,11981.23,29.1,2820.83,102.48,277.51
55690.0,44.96,8442.2,11992.44,29.12,2823.5,102.57,277.77
55740.0,44.98,8450.11,12003.64,29.15,2826.16,102.67,278.03
55790.0,45.01,8458.02,12014.85,29.18,2828.82,102.77,278.3
55830.0,45.03,8465.93,12026.06,29.2,2831.48,102.86,278.56
55880.0,45.06,8473.84,12037.27,29.23,2834.14,102.96,278.82
55930.0,45.08,8481.74,12048.47,29.26,2836.8,103.06,279.08
55970.0,45.11,8489.65,12059.68,29.28,2839.46,103.15,279.34
56020.0,45.13,8497.56,12070.89,29.31,2842.12,103.25,279.6
56070.0,45.16,8505.47,12082.1,29.34,2844.78,103.35,279.87
56120.0,45.18,8513.38,12093.3,29.36,2847.44,103.44,280.13
56160.0,45.21,8521.29,12104.51,29.39,2850.1,103.54,280.39
56210.0,45.23,8529.19,12115.72,29.42,2852.76,103.64,280.65
56260.0,45.26,8537.1,12126.93,29.44,2855.42,103.73,280.91
56300.0,45.28,8545.01,12138.14,29.47,2858.08,103.83,281.18
56350.0,45.31,8552.92,12149.34,29.5,2860.75,103.93,281.44
56400.0,45.33,8560.83,12160.55,29.52,2863.41,104.02,281.7
56440.0,45.35,8568.73,12171.76,29.55,2866.07,104.12,281.96
56490.0,45.38,8576.64,12182.97,29.58,2868.73,104.22,282.22
56540.0,45.4,8584.55,12194.17,29.6,2871.39,104.31,282.49
56590.0,45.43,8592.46,12205.38,29.63,2874.05,104.41,282.75
56630.0,45.45,8600.37,12216.59,29.66,2876.71,104.51,283.01
56680.0,45.48,8608.27,12227.8,29.68,2879.37,104.6,283.27
56730.0,45.5,8616.18,12239.0,29.71,2882.03,104.7,283.53
56770.0,45.53,8624.09,12250.21,29.74,2884.69,104.8,283.8
56820.0,45.55,8632.0,12261.42,29.76,2887.35,104.89,284.06
56870.0,45.58,8639.91,12272.63,29.79,2890.01,104.99,284.32
56910.0,45.6,8647.81,12283.83,29.82,2892.67,105.09,284.58
56960.0,45.63,8655.72,12295.04,29.84,2895.33,105.19,284.84
57010.0,45.65,8663.63,12306.25,29.87,2897.99,105.28,285.11
57050.0,45.68,8671.54,12317.46,29.9,2900.66,105.38,285.37
57100.0,45.7,8679.45,12328.67,29.92,2903.32,105.48,285.63
57150.0,45.73,8687.35,12339.87,29.95,2905.98,105.57,285.89
57200.0,45.75,8695.26,12351.08,29.98,2908.64,105.67,286.15
57240.0,45.78,8703.17,12362.29,30.0,2911.3,105.77,286.42
57290.0,45.8,8711.08,12373.5,30.03,2913.96,105.86,286.68
57340.0,45.83,8718.99,12384.7,30.06,2916.62,105.96,286.94
57380.0,45.85,8726.89,12395.91,30.08,2919.28,106.06,287.2
57430.0,45.88,8734.8,12407.12,30.11,2921.94,106.15,287.46
57480.0,45.9,8742.71,12418.33,30.14,2924.6,106.25,287.72
57520.0,45.93,8750.62,12429.53,30.16,2927.26,106.35,287.99
57570.0,45.95,8758.53,12440.74,30.19,2929.92,106.44,288.25
57620.0,45.97,8766.44,12451.95,30.22,2932.58,106.54,288.51
57670.0,46.0,8774.34,12463.16,30.24,2935.24,106.64,288.77
57710.0,46.02,8782.25,12474.36,30.27,2937.9,106.73,289.03
57760.0,46.05,8790.16,12485.57,30.3,2940.57,106.83,289.3
57810.0,46.07,8798.07,12496.78,30.32,2943.23,106.93,289.56
57850.0,46.1,8805.98,12507.99,30.35,2945.89,107.02,289.82
57900.0,46.12,8813.88,12519.2,30.38,2948.55,107.12,290.08
57950.0,46.15,8821.79,12530.4,30.4,2951.21,107.22,290.34
57990.0,46.17,8829.7,12541.61,30.43,2953.87,107.31,290.61
58040.0,46.2,8837.61,12552.82,30.46,2956.53,107.41,290.87
58090.0,46.22,8845.52,12564.03,30.48,2959.19,107.51,291.13
58130.0,46.25,8853.42,12575.23,30.51,2961.85,107.6,291.39
58180.0,46.27,8861.33,12586.44,30.54,2964.51,107.7,291.65
58230.0,46.3,8869.24,12597.65,30.56,2967.17,107.8,291.92
58280.0,46.32,8877.15,12608.86,30.59,2969.83,107.89,292.18
58320.0,46.35,8885.06,12620.06,30.62,2972.49,107.99,292.44
58370.0,46.37,8892.96,12631.27,30.64,2975.15,108.09,292.7
58420.0,46.4,8900.87,12642.48,30.67,2977.81,108.18,292.96
58460.0,46.42,8908.78,12653.69,30.7,2980.48,108.28,293.23
58510.0,46.45,8916.69,12664.89,30.72,2983.14,108.38,293.49
58560.0,46.47,8924.6,12676.1,30.75,2985.8,108.47,293.75
58600.0,46.5,8932.5,12687.31,30.78,2988.46,108.57,294.01
58650.0,46.52,8940.41,12698.52,30.8,2991.12,108.67,294.27
58700.0,46.55,8948.32,12709.73,30.83,2993.78,108.77,294.54
58740.0,46.57,8956.23,12720.93,30.86,2996.44,108.86,294.8
58790.0,46.6,8964.14,12732.14,30.88,2999.1,108.96,295.06
58840.0,46.62,8972.04,12743.35,30.91,3001.76,109.06,295.32
58890.0,46.64,8979.95,12754.56,30.94,3004.42,109.15,295.58
58930.0,46.67,8987.86,12765.76,30.96,3007.08,109.25,295.84
58980.0,46.69,8995.77,12776.97,30.99,3009.74,109.35,296.11
59030.0,46.72,9003.68,12788.18,31.02,3012.4,109.44,296.37
59070.0,46.74,9011.59,12799.39,31.04,3015.06,109.54,296.63
59120.0,46.77,9019.49,12810.59,31.07,3017.73,109.64,296.89
59170.0,46.79,9027.4,12821.8,31.1,3020.39,109.73,297.15
59210.0,46.82,9035.31,12833.01,31.12,3023.05,109.83,297.42
59260.0,46.84,9043.22,12844.22,31.15,3025.71,109.93,297.68
59310.0,46.87,9051.13,12855.42,31.18,3028.37,110.02,297.94
59360.0,46.89,9059.03,12866.63,31.2,3031.03,110.12,298.2
59400.0,46.92,9066.94,12877.84,31.23,3033.69,110.22,298.46
59450.0,46.94,9074.85,12889.05,31.26,3036.35,110.31,298.73
59500.0,46.97,9082.76,12900.26,31.28,3039.01,110.41,298.99
59540.0,46.99,9090.67,12911.46,31.31,3041.67,110.51,299.25
59590.0,47.02,9098.57,12922.67,31.34,3044.33,110.6,299.51
59640.0,47.04,9106.48,12933.88,31.36,3046.99,110.7,299.77
59680.0,47.07,9114.39,12945.09,31.39,3049.65,110.8,300.04
59730.0,47.09,9122.3,12956.29,31.42,3052.31,110.89,300.3
59780.0,47.12,9130.21,12967.5,31.44,3054.97,110.99,300.56
59820.0,47.14,9138.11,12978.71,31.47,3057.64,111.09,300.82
59870.0,47.17,9146.02,12989.92,31.5,3060.3,111.18,301.08
59920.0,47.19,9153.93,13001.12,31.52,3062.96,111.28,301.35
59970.0,47.22,9161.84,13012.33,31.55,3065.62,111.38,301.61
60010.0,47.24,9169.75,13023.54,31.58,3068.28,111.47,301.87
60060.0,47.26,9177.65,13034.75,31.6,3070.94,111.57,302.13
60110.0,47.29,9185.56,13045.95,31.63,3073.6,111.67,302.39
60150.0,47.31,9193.47,13057.16,31.66,3076.26,111.76,302.66
60200.0,47.34,9201.38,13068.37,31.68,3078.92,111.86,302.92
60250.0,47.36,9209.29,13079.58,31.71,3081.58,111.96,303.18
60290.0,47.39,9217.19,13090.79,31.74,3084.24,112.05,303.44
60340.0,47.41,9225.1,13101.99,31.76,3086.9,112.15,303.7
60390.0,47.44,9233.01,13113.2,31.79,3089.56,112.25,303.96
60430.0,47.46,9240.92,13124.41,31.82,3092.22,112.35,304.23
60480.0,47.49,9248.83,13135.62,31.84,3094.88,112.44,304.49
60530.0,47.51,9256.74,13146.82,31.87,3097.55,112.54,304.75
60580.0,47.54,9264.64,13158.03,31.9,3100.21,112.64,305.01
60620.0,47.56,9272.55,13169.24,31.92,3102.87,112.73,305.27
60670.0,47.59,9280.46,13180.45,31.95,3105.53,112.83,305.54
60720.0,47.61,9288.37,13191.65,31.98,3108.19,112.93,305.8
60760.0,47.64,9296.28,13202.86,32.0,3110.85,113.02,306.06
60810.0,47.66,9304.18,13214.07,32.03,3113.51,113.12,306.32
60860.0,47.69,9312.09,13225.28,32.06,3116.17,113.22,306.58
60900.0,47.71,9320.0,13236.48,32.08,3118.83,113.31,306.85
60950.0,47.74,9327.91,13247.69,32.11,3121.49,113.41,307.11
61000.0,47.76,9335.82,13258.9,32.14,3124.15,113.51,307.37
61050.0,47.79,9343.72,13270.11,32.16,3126.81,113.6,307.63
61090.0,47.81,9351.63,13281.32,32.19,3129.47,113.7,307.89
61140.0,47.84,9359.54,13292.52,32.22,3132.13,113.8,308.16
61190.0,47.86,9367.45,13303.73,32.24,3134.79,113.89,308.42
61230.0,47.89,9375.36,13314.94,32.27,3137.46,113.99,308.68
61280.0,47.91,9383.26,13326.15,32.3,3140.12,114.09,308.94
61330.0,47.93,9391.17,13337.35,32.32,3142.78,114.18,309.2
61370.0,47.96,9399.08,13348.56,32.35,3145.44,114.28,309.47
61420.0,47.98,9406.99,13359.77,32.38,3148.1,114.38,309.73
61470.0,48.01,9414.9,13370.98,32.4,3150.76,114.47,309.99
61510.0,48.03,9422.8,13382.18,32.43,3153.42,114.57,310.25
61560.0,48.06,9430.71,13393.39,32.46,3156.08,114.67,310.51
61610.0,48.08,9438.62,13404.6,32.48,3158.74,114.76,310.77
61660.0,48.11,9446.53,13415.81,32.51,3161.4,114.86,311.04
61700.0,48.13,9454.44,13427.01,32.54,3164.06,114.96,311.3
61750.0,48.16,9462.34,13438.22,32.56,3166.72,115.05,311.56
61800.0,48.18,9470.25,13449.43,32.59,3169.38,115.15,311.82
61840.0,48.21,9478.16,13460.64,32.62,3172.04,115.25,312.08
61890.0,48.23,9486.07,13471.85,32.64,3174.71,115.34,312.35
61940.0,48.26,9493.98,13483.05,32.67,3177.37,115.44,312.61
61980.0,48.28,9501.89,13494.26,32.7,3180.03,115.54,312.87
62030.0,48.31,9509.79,13505.47,32.72,3182.69,115.63,313.13
62080.0,48.33,9517.7,13516.68,32.75,3185.35,115.73,313.39
62130.0,48.36,9525.61,13527.88,32.78,3188.01,115.83,313.66
62170.0,48.38,9533.52,13539.09,32.8,3190.67,115.93,313.92
62220.0,48.41,9541.43,13550.3,32.83,3193.33,116.02,314.18
62270.0,48.43,9549.33,13561.51,32.86,3195.99,116.12,314.44
62310.0,48.46,9557.24,13572.71,32.88,3198.65,116.22,314.7
62360.0,48.48,9565.15,13583.92,32.91,3201.31,116.31,314.97
62410.0,48.51,9573.06,13595.13,32.94,3203.97,116.41,315.23
62450.0,48.53,9580.97,13606.34,32.96,3206.63,116.51,315.49
62500.0,48.55,9588.87,13617.54,32.99,3209.29,116.6,315.75
62550.0,48.58,9596.78,13628.75,33.02,3211.95,116.7,316.01
62590.0,48.6,9604.69,13639.96,33.04,3214.62,116.8,316.28
62640.0,48.63,9612.6,13651.17,33.07,3217.28,116.89,316.54
62690.0,48.65,9620.51,13662.38,33.1,3219.94,116.99,316.8
62740.0,48.68,9628.41,13673.58,33.12,3222.6,117.09,317.06
62780.0,48.7,9636.32,13684.79,33.15,3225.26,117.18,317.32
62830.0,48.73,9644.23,13696.0,33.18,3227.92,117.28,317.59
62880.0,48.75,9652.14,13707.21,33.2,3230.58,117.38,317.85
62920.0,48.78,9660.05,13718.41,33.23,3233.24,117.47,318.11
62970.0,48.8,9667.95,13729.62,33.26,3235.9,117.57,318.37
63020.0,48.83,9675.86,13740.83,33.28,3238.56,117.67,318.63
63060.0,48.85,9683.77,13752.04,33.31,3241.22,117.76,318.89
63110.0,48.88,9691.68,13763.24,33.34,3243.88,117.86,319.16
63160.0,48.9,9699.59,13774.45,33.36,3246.54,117.96,319.42
63200.0,48.93,9707.49,13785.66,33.39,3249.2,118.05,319.68
63250.0,48.95,9715.4,13796.87,33.42,3251.86,118.15,319.94
63300.0,48.98,9723.31,13808.07,33.44,3254.53,118.25,320.2
63350.0,49.0,9731.22,13819.28,33.47,3257.19,118.34,320.47
63390.0,49.03,9739.13,13830.49,33.5,3259.85,118.44,320.73
63440.0,49.05,9747.04,13841.7,33.52,3262.51,118.54,320.99
63490.0,49.08,9754.94,13852.91,33.55,3265.17,118.63,321.25
63530.0,49.1,9762.85,13864.11,33.58,3267.83,118.73,321.51
63580.0,49.13,9770.76,13875.32,33.6,3270.49,118.83,321.78
63630.0,49.15,9778.67,13886.53,33.63,3273.15,118.92,322.04
63670.0,49.18,9786.58,13897.74,33.66,3275.81,119.02,322.3
63720.0,49.2,9794.48,13908.94,33.68,3278.47,119.12,322.56
63770.0,49.22,9802.39,13920.15,33.71,3281.13,119.21,322.82
63820.0,49.25,9810.3,13931.36,33.74,3283.79,119.31,323.09
63860.0,49.27,9818.21,13942.57,33.76,3286.45,119.41,323.35
63910.0,49.3,9826.12,13953.77,33.79,3289.11,119.51,323.61
63960.0,49.32,9834.02,13964.98,33.82,3291.77,119.6,323.87
64000.0,49.35,9841.93,13976.19,33.84,3294.44,119.7,324.13
64050.0,49.37,9849.84,13987.4,33.87,3297.1,119.8,324.4
64100.0,49.4,9857.75,13998.6,33.9,3299.76,119.89,324.66
64140.0,49.42,9865.66,14009.81,33.92,3302.42,119.99,324.92
64190.0,49.45,9873.56,14021.02,33.95,3305.08,120.09,325.18
64240.0,49.47,9881.47,14032.23,33.98,3307.74,120.18,325.44
64280.0,49.5,9889.38,14043.44,34.0,3310.4,120.28,325.71
64330.0,49.52,9897.29,14054.64,34.03,3313.06,120.38,325.97
64380.0,49.55,9905.2,14065.85,34.06,3315.72,120.47,326.23
64430.0,49.57,9913.1,14077.06,34.08,3318.38,120.57,326.49
64470.0,49.6,9921.01,14088.27,34.11,3321.04,120.67,326.75
64520.0,49.62,9928.92,14099.47,34.14,3323.7,120.76,327.01
64570.0,49.65,9936.83,14110.68,34.16,3326.36,120.86,327.28
64610.0,49.67,9944.74,14121.89,34.19,3329.02,120.96,327.54
64660.0,49.7,9952.64,14133.1,34.22,3331.69,121.05,327.8
64710.0,49.72,9960.55,14144.3,34.24,3334.35,121.15,328.06
64750.0,49.75,9968.46,14155.51,34.27,3337.01,121.25,328.32
64800.0,49.77,9976.37,14166.72,34.3,3339.67,121.34,328.59
64850.0,49.8,9984.28,14177.93,34.33,3342.33,121.44,328.85
64900.0,49.82,9992.19,14189.13,34.35,3344.99,121.54,329.11
64940.0,49.84,10000.09,14200.34,34.38,3347.65,121.63,329.37
64990.0,49.87,10008.0,14211.55,34.41,3350.31,121.73,329.63
65040.0,49.89,10015.91,14222.76,34.43,3352.97,121.83,329.9
65080.0,49.92,10023.82,14233.97,34.46,3355.63,121.92,330.16
65130.0,49.94,10031.73,14245.17,34.49,3358.29,122.02,330.42
65180.0,49.97,10039.63,14256.38,34.51,3360.95,122.12,330.68
65220.0,49.99,10047.54,14267.59,34.54,3363.61,122.21,330.94
65270.0,50.02,10055.45,14278.8,34.57,3366.27,122.31,331.21
65320.0,50.04,10063.36,14290.0,34.59,3368.93,122.41,331.47
65360.0,50.07,10071.27,14301.21,34.62,3371.6,122.5,331.73
65410.0,50.09,10079.17,14312.42,34.65,3374.26,122.6,331.99
65460.0,50.12,10087.08,14323.63,34.67,3376.92,122.7,332.25
65510.0,50.14,10094.99,14334.83,34.7,3379.58,122.79,332.52
65550.0,50.17,10102.9,14346.04,34.73,3382.24,122.89,332.78
65600.0,50.19,10110.81,14357.25,34.75,3384.9,122.99,333.04
65650.0,50.22,10118.71,14368.46,34.78,3387.56,123.09,333.3
65690.0,50.24,10126.62,14379.66,34.81,3390.22,123.18,333.56
65740.0,50.27,10134.53,14390.87,34.83,3392.88,123.28,333.83
65790.0,50.29,10142.44,14402.08,34.86,3395.54,123.38,334.09
65830.0,50.32,10150.35,14413.29,34.89,3398.2,123.47,334.35
65880.0,50.34,10158.25,14424.5,34.91,3400.86,123.57,334.61
65930.0,50.37,10166.16,14435.7,34.94,3403.52,123.67,334.87
65970.0,50.39,10174.07,14446.91,34.97,3406.18,123.76,335.13
66020.0,50.42,10181.98,14458.12,34.99,3408.84,123.86,335.4
66070.0,50.44,10189.89,14469.33,35.02,3411.51,123.96,335.66
66120.0,50.47,10197.79,14480.53,35.05,3414.17,124.05,335.92
66160.0,50.49,10205.7,14491.74,35.07,3416.83,124.15,336.18
66210.0,50.51,10213.61,14502.95,35.1,3419.49,124.25,336.44
66260.0,50.54,10221.52,14514.16,35.13,3422.15,124.34,336.71
66300.0,50.56,10229.43,14525.36,35.15,3424.81,124.44,336.97
66350.0,50.59,10237.33,14536.57,35.18,3427.47,124.54,337.23
66400.0,50.61,10245.24,14547.78,35.21,3430.13,124.63,337.49
66440.0,50.64,10253.15,14558.99,35.23,3432.79,124.73,337.75
66490.0,50.66,10261.06,14570.19,35.26,3435.45,124.83,338.02
66540.0,50.69,10268.97,14581.4,35.29,3438.11,124.92,338.28
66590.0,50.71,10276.88,14592.61,35.31,3440.77,125.02,338.54
66630.0,50.74,10284.78,14603.82,35.34,3443.43,125.12,338.8
66680.0,50.76,10292.69,14615.03,35.37,3446.09,125.21,339.06
66730.0,50.79,10300.6,14626.23,35.39,3448.75,125.31,339.33
66770.0,50.81,10308.51,14637.44,35.42,3451.42,125.41,339.59
66820.0,50.84,10316.42,14648.65,35.45,3454.08,125.5,339.85
66870.0,50.86,10324.32,14659.86,35.47,3456.74,125.6,340.11
66910.0,50.89,10332.23,14671.06,35.5,3459.4,125.7,340.37
66960.0,50.91,10340.14,14682.27,35.53,3462.06,125.79,340.64
67010.0,50.94,10348.05,14693.48,35.55,3464.72,125.89,340.9
67050.0,50.96,10355.96,14704.69,35.58,3467.38,125.99,341.16
67100.0,50.99,10363.86,14715.89,35.61,3470.04,126.08,341.42
67150.0,51.01,10371.77,14727.1,35.63,3472.7,126.18,341.68
67200.0,51.04,10379.68,14738.31,35.66,3475.36,126.28,341.94
67240.0,51.06,10387.59,14749.52,35.69,3478.02,126.37,342.21
67290.0,51.09,10395.5,14760.72,35.71,3480.68,126.47,342.47
67340.0,51.11,10403.4,14771.93,35.74,3483.34,126.57,342.73
67380.0,51.13,10411.31,14783.14,35.77,3486.0,126.67,342.99
67430.0,51.16,10419.22,14794.35,35.79,3488.67,126.76,343.25
67480.0,51.18,10427.13,14805.56,35.82,3491.33,126.86,343.52
67520.0,51.21,10435.04,14816.76,35.85,3493.99,126.96,343.78
67570.0,51.23,10442.94,14827.97,35.87,3496.65,127.05,344.04
67620.0,51.26,10450.85,14839.18,35.9,3499.31,127.15,344.3
67670.0,51.28,10458.76,14850.39,35.93,3501.97,127.25,344.56
67710.0,51.31,10466.67,14861.59,35.95,3504.63,127.34,344.83
67760.0,51.33,10474.58,14872.8,35.98,3507.29,127.44,345.09
67810.0,51.36,10482.48,14884.01,36.01,3509.95,127.54,345.35
67850.0,51.38,10490.39,14895.22,36.03,3512.61,127.63,345.61
67900.0,51.41,10498.3,14906.42,36.06,3515.27,127.73,345.87
67950.0,51.43,10506.21,14917.63,36.09,3517.93,127.83,346.14
67990.0,51.46,10514.12,14928.84,36.11,3520.59,127.92,346.4
68040.0,51.48,10522.03,14940.05,36.14,3523.25,128.02,346.66
68090.0,51.51,10529.93,14951.25,36.17,3525.91,128.12,346.92
68130.0,51.53,10537.84,14962.46,36.19,3528.58,128.21,347.18
68180.0,51.56,10545.75,14973.67,36.22,3531.24,128.31,347.45
68230.0,51.58,10553.66,14984.88,36.25,3533.9,128.41,347.71
68280.0,51.61,10561.57,14996.09,36.27,3536.56,128.5,347.97
68320.0,51.63,10569.47,15007.29,36.3,3539.22,128.6,348.23
68370.0,51.66,10577.38,15018.5,36.33,3541.88,128.7,348.49
68420.0,51.68,10585.29,15029.71,36.35,3544.54,128.79,348.76
68460.0,51.71,10593.2,15040.92,36.38,3547.2,128.89,349.02
68510.0,51.73,10601.11,15052.12,36.41,3549.86,128.99,349.28
68560.0,51.76,10609.01,15063.33,36.43,3552.52,129.08,349.54
68600.0,51.78,10616.92,15074.54,36.46,3555.18,129.18,349.8
68650.0,51.8,10624.83,15085.75,36.49,3557.84,129.28,350.06
68700.0,51.83,10632.74,15096.95,36.51,3560.5,129.37,350.33
68740.0,51.85,10640.65,15108.16,36.54,3563.16,129.47,350.59
68790.0,51.88,10648.55,15119.37,36.57,3565.82,129.57,350.85
68840.0,51.9,10656.46,15130.58,36.59,3568.49,129.66,351.11
68890.0,51.93,10664.37,15141.78,36.62,3571.15,129.76,351.37
68930.0,51.95,10672.28,15152.99,36.65,3573.81,129.86,351.64
68980.0,51.98,10680.19,15164.2,36.67,3576.47,129.95,351.9
69030.0,52.0,10688.09,15175.41,36.7,3579.13,130.05,352.16
69070.0,52.03,10696.0,15186.62,36.73,3581.79,130.15,352.42
69120.0,52.05,10703.91,15197.82,36.75,3584.45,130.25,352.68
69170.0,52.08,10711.82,15209.03,36.78,3587.11,130.34,352.95
69210.0,52.1,10719.73,15220.24,36.81,3589.77,130.44,353.21
69260.0,52.13,10727.63,15231.45,36.83,3592.43,130.54,353.47
69310.0,52.15,10735.54,15242.65,36.86,3595.09,130.63,353.73
69360.0,52.18,10743.45,15253.86,36.89,3597.75,130.73,353.99
69400.0,52.2,10751.36,15265.07,36.91,3600.41,130.83,354.26
69450.0,52.23,10759.27,15276.28,36.94,3603.07,130.92,354.52
69500.0,52.25,10767.18,15287.48,36.97,3605.74,131.02,354.78
69540.0,52.28,10775.08,15298.69,36.99,3608.4,131.12,355.04
69590.0,52.3,10782.99,15309.9,37.02,3611.06,131.21,355.3
69640.0,52.33,10790.9,15321.11,37.05,3613.72,131.31,355.57
69680.0,52.35,10798.81,15332.31,37.07,3616.38,131.41,355.83
69730.0,52.38,10806.72,15343.52,37.1,3619.04,131.5,356.09
69780.0,52.4,10814.62,15354.73,37.13,3621.7,131.6,356.35
69820.0,52.42,10822.53,15365.94,37.15,3624.36,131.7,356.61
69870.0,52.45,10830.44,15377.15,37.18,3627.02,131.79,356.88
69920.0,52.47,10838.35,15388.35,37.21,3629.68,131.89,357.14
69970.0,52.5,10846.26,15399.56,37.23,3632.34,131.99,357.4
70010.0,52.52,10854.16,15410.77,37.26,3635.0,132.08,357.66
70060.0,52.55,10862.07,15421.98,37.29,3637.66,132.18,357.92
70110.0,52.57,10869.98,15433.18,37.31,3640.32,132.28,358.18
70150.0,52.6,10877.89,15444.39,37.34,3642.98,132.37,358.45
70200.0,52.62,10885.8,15455.6,37.37,3645.65,132.47,358.71
70250.0,52.65,10893.7,15466.81,37.39,3648.31,132.57,358.97
